Taxon	Row	original_taxon	Vernacular	Family	Order	SQS	Conservation status	Current conservation status	Designation summary	Larval feeding guild	Adult feeding guild	Broad biotope	Habitat	Resources	Specific assemblage type	Habitat score	Associations	Genus	subgenus	species	subspecies	TAXON_VERSION_KEY	RECOMMENDED_TAXON_VERSION_KEY	NAME_STATUS	MATCHED_ON
Acnemia longipes	11457	Acnemia longipes		Mycetophilidae	Diptera	4	(LR); NS	Nationally Scarce; [Threat]	GB Rarity listing (1); [IUCN Threat listing] (1)									Acnemia		longipes		NBNSYS0000011754	NBNSYS0000011754	R	Taxon
Acompocoris alpinus	8760	Acompocoris alpinus		Anthocoridae	Hemiptera	1				predator	predator	tree-associated	arboreal	canopy, conifer or broadleaved >> conifer only			Acari, Aphididae, Picea	Acompocoris		alpinus		NBNSYS0000010087	NHMSYS0020308891	R	Taxon
Acompocoris pygmaeus	8761	Acompocoris pygmaeus		Anthocoridae	Hemiptera	1				predator	predator	tree-associated	arboreal	canopy, conifer or broadleaved >> conifer only			Acari, Aphididae, Pinus sylvestris	Acompocoris		pygmaeus		NBNSYS0000010088	NHMSYS0020308892	R	Taxon
Acompsia cinerella	4095	Acompsia cinerella	Ash-coloured Sober	Gelechiidae	Lepidoptera	1				herbivore	nectivore	open habitats; tree-associated	short sward & bare ground				Fagales, Marchantiophyta	Acompsia		cinerella		NHMSYS0000500952	NHMSYS0000500952	R	Taxon
Acompsia schmidtiellus	4096	Acompsia schmidtiellus	Marjoram Crest	Gelechiidae	Lepidoptera	4	Nb	[Scarce]	[GB Rarity listing] (1)	herbivore	nectivore	open habitats	tall sward & scrub	base status >> base rich, habitats >> sward/field layer, soil type >> calcareous substrates			Origanum vulgare	Acompsia		schmidtiellus		NBNSYS0100001410	NBNSYS0100001410	R	Taxon
Acompus pallipes	12020	Acompus pallipes		Lygaeidae	Hemiptera	8	RDB 3	[Rare]	[GB Rarity listing] (1)									Acompus		pallipes		NBNSYS0000009981	NHMSYS0020308894	R	Taxon
Acompus rufipes	2149	Acompus rufipes		Lygaeidae	Hemiptera	1				herbivore	herbivore	open habitats	tall sward & scrub	habitats >> sward/field layer, soil humidity >> damp		calcareous grassland: Moderate	Valeriana dioica	Acompus		rufipes		NBNSYS0000009982	NHMSYS0020308895	R	Taxon
Acontia aprica	4722	Acontia aprica	Nun	Noctuidae	Lepidoptera	1				herbivore	nectivore							Acontia		aprica		NBNSYS0000006522	NHMSYS0000500955	R	Taxon
Acontia lucida	4723	Acontia lucida	Pale Shoulder	Noctuidae	Lepidoptera	1				herbivore	nectivore							Acontia		lucida		NBNSYS0000006521	NBNSYS0000006521	R	Taxon
Acontia nitidula	4724	Acontia nitidula	Brixton Beauty	Noctuidae	Lepidoptera	1				herbivore	nectivore							Acontia		nitidula		NBNSYS0000006523	NBNSYS0000006523	R	Taxon
Acontia trabealis	4725	Acontia trabealis	Spotted Sulphur	Noctuidae	Lepidoptera	32	RE	RE	IUCN Threat listing (1)	herbivore	nectivore							Acontia		trabealis		NHMSYS0021144491	NHMSYS0021144491	R	Taxon
Acosmetia caliginosa	12504	Acosmetia caliginosa	Reddish Buff	Noctuidae	Lepidoptera	32	CR; Legal Protection; NR; Section 41 Priority Species	CR; Legal protection; Nationally Rare; S41. Priority Species	GB Rarity listing (1); IUCN Threat listing (1); Legal listing (2)			open habitats			F003			Acosmetia		caliginosa		NHMSYS0001771808	NHMSYS0021144548	R	Taxon
Acritus homoeopathicus	7336	Acritus homoeopathicus		Histeridae	Coleoptera	8	NR; VU	Nationally Rare; VU	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	open habitats	short sward & bare ground	dung & carrion, soil humidity >> variable humidity			Animalia	Acritus		homoeopathicus		NBNSYS0000022822	NBNSYS0000022822	R	Taxon
Acritus nigricornis	10440	Acritus nigricornis		Histeridae	Coleoptera	1		LC	IUCN Threat listing (1)									Acritus		nigricornis		NBNSYS0000022823	NHMSYS0001716372	R	Taxon
Acrobasis advenella	5230	Acrobasis advenella	Grey Knot-horn	Pyralidae	Lepidoptera	1				herbivore	nectivore						Crataegus monogyna	Acrobasis		advenella		NHMSYS0021128173	NHMSYS0021128173	R	Taxon
Acrobasis consociella	5231	Acrobasis consociella	Broad-barred Knot-horn	Pyralidae	Lepidoptera	1				herbivore	nectivore						Quercus	Acrobasis		consociella		NHMSYS0021143656	NHMSYS0021143656	R	Taxon
Acrobasis marmorea	5232	Acrobasis marmorea	Marbled Knot-horn	Pyralidae	Lepidoptera	1				herbivore	nectivore						Prunus spinosa	Acrobasis		marmorea		NHMSYS0021128185	NHMSYS0021128185	R	Taxon
Acrobasis repandana	5233	Acrobasis repandana	Warted Knot-horn	Pyralidae	Lepidoptera	1				herbivore	nectivore						Quercus	Acrobasis		repandana		NHMSYS0021143654	NHMSYS0021143654	R	Taxon
Acrobasis suavella	5234	Acrobasis suavella	Thicket Knot-horn	Pyralidae	Lepidoptera	1				herbivore	nectivore						Prunus spinosa	Acrobasis		suavella		NHMSYS0021128191	NHMSYS0021128191	R	Taxon
Acrocera orbiculus	10925	Acrocera orbiculus	Top-horned Hunchback	Acroceridae	Diptera	4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)	parasitoid		open habitats	tall sward & scrub	base status >> base rich, habitats >> sward/field layer, soil humidity >> dry, soil type >> calcareous substrates			Araneae	Acrocera		orbiculus		NBNSYS0100027431	NBNSYS0100027431	R	Taxon
Acrocercops brongniardella	4552	Acrocercops brongniardella	Brown Oak Slender	Gracillariidae	Lepidoptera	1				herbivore	nectivore	tree-associated	arboreal	canopy, conifer or broadleaved >> broadleaved only			Quercus	Acrocercops		brongniardella		NHMSYS0000500964	NHMSYS0000500964	R	Taxon
Acroclita subsequana	5753	Acroclita subsequana	Coast Spurge Bell	Tortricidae	Lepidoptera	16	pRDB 1	[Threat]	[IUCN Threat listing] (1)	herbivore	nectivore;nectivorous	coastal	rocky shore; sandy beach				Euphorbia paralias, Euphorbia portlandica	Acroclita		subsequana		NHMSYS0000500966	NHMSYS0000500966	R	Taxon
Acrolepia autumnitella	4538	Acrolepia autumnitella	Bittersweet Smudge	Glyphipterigidae	Lepidoptera	1				herbivore	nectivore	open habitats	tall sward & scrub	habitats >> sward/field layer			Solanum dulcamara	Acrolepia		autumnitella		NBNSYS0000026058	NBNSYS0000026058	R	Taxon
Acrolepiopsis assectella	4539	Acrolepiopsis assectella	Leek Moth	Glyphipterigidae	Lepidoptera	1				herbivore	nectivore	open habitats	tall sward & scrub	habitats >> sward/field layer			Allium, Allium cepa	Acrolepiopsis		assectella		NHMSYS0000500971	NHMSYS0000500971	R	Taxon
Acrolepiopsis betulella	4540	Acrolepiopsis betulella	Oban Smudge	Glyphipterigidae	Lepidoptera	8	pRDB 2	[Threat]	[IUCN Threat listing] (1)	herbivore	nectivore	open habitats	tall sward & scrub	habitats >> sward/field layer			Allium ursinum	Acrolepiopsis		betulella		NHMSYS0000500972	NHMSYS0000500972	R	Taxon
Acrolepiopsis marcidella	4541	Acrolepiopsis marcidella	Elusive Smudge	Glyphipterigidae	Lepidoptera	8	pRDB 3	[Rare]	[GB Rarity listing] (1)	herbivore	nectivore	tree-associated	arboreal	canopy >> understorey, conifer or broadleaved >> broadleaved only				Acrolepiopsis		marcidella		NHMSYS0000500973	NHMSYS0000500973	R	Taxon
Acrolocha minuta	10646	Acrolocha minuta		Staphylinidae	Coleoptera	4	Notable	[Scarce]	[GB Rarity listing] (1)									Acrolocha		minuta		NBNSYS0000023147	NBNSYS0000023147	R	Taxon
Acrolocha sulcula	9101	Acrolocha sulcula		Staphylinidae	Coleoptera	1				saprophagous	saprophagous	open habitats	tall sward & scrub	habitats >> litter & ground layer				Acrolocha		sulcula		NHMSYS0001716378	NHMSYS0001716378	R	Taxon
Acroloxus lacustris	2410	Acroloxus lacustris	Lake Limpet	Acroloxidae	Hygrophila	1				herbivore	herbivore	wetland	marshland	shallow freshwater pond >> aquatic: well vegetated		coarse woody debris: c, grazing marsh - salinity: 0, grazing marsh - status: 1	Algae	Acroloxus		lacustris		NHMSYS0000343094	NHMSYS0001701871	R	Taxon
Acrometopia wahlbergi	11037	Acrometopia wahlbergi		Chamaemyiidae	Diptera	8	pNS; pVU	pNS; pVU	GB Rarity listing (1); IUCN Threat listing (1)	predator		wetland	acid & sedge peats	sphagnum/moss lawn	W312		Aphididae	Acrometopia		wahlbergi		NBNSYS0000028966	NBNSYS0000028966	R	Taxon
Acronicta aceris	4726	Acronicta aceris	Sycamore	Noctuidae	Lepidoptera	1		LC	IUCN Threat listing (1)	herbivore	nectivore	tree-associated	arboreal	canopy, conifer or broadleaved >> broadleaved only, flowers (adult)			Asteraceae, Fagales	Acronicta		aceris		NBNSYS0000006374	NBNSYS0000006374	R	Taxon
Acronicta alni	4727	Acronicta alni	Alder Moth	Noctuidae	Lepidoptera	1				herbivore	nectivore	tree-associated	arboreal	canopy, conifer or broadleaved >> broadleaved only			Asteraceae, Fagales	Acronicta		alni		NBNSYS0000006376	NBNSYS0000006376	R	Taxon
Acronicta auricoma	4728	Acronicta auricoma	Scarce Dagger	Noctuidae	Lepidoptera	32	RE	RE	IUCN Threat listing (1)	herbivore	nectivore							Acronicta		auricoma		NHMSYS0021144508	NHMSYS0021144508	R	Taxon
Acronicta cinerea	12505	Acronicta cinerea	Sweet Gale Moth	Noctuidae	Lepidoptera	1		LC	IUCN Threat listing (1)			open habitats			F003			Acronicta		cinerea		NHMSYS0021144509	NHMSYS0021144509	R	Taxon
Acronicta cuspis	4729	Acronicta cuspis	Large Dagger	Noctuidae	Lepidoptera	1				herbivore	nectivore							Acronicta		cuspis		NBNSYS0000006377	NHMSYS0000500976	R	Taxon
Acronicta leporina	4730	Acronicta leporina	Miller	Noctuidae	Lepidoptera	1		LC	IUCN Threat listing (1)	herbivore	nectivore	tree-associated	arboreal	canopy, conifer or broadleaved >> broadleaved only, flowers (adult)			Alnus, Betula	Acronicta		leporina		NBNSYS0000006375	NBNSYS0000006375	R	Taxon
Acronicta menyanthidis	12506	Acronicta menyanthidis	Light Knot Grass	Noctuidae	Lepidoptera	1		LC	IUCN Threat listing (1)			open habitats			F003	acid mire: B		Acronicta		menyanthidis		NBNSYS0000006381	NBNSYS0000006381	R	Taxon
Acronicta psi	4731	Acronicta psi	Grey Dagger	Noctuidae	Lepidoptera	1	Section 41 Priority Species - research only	LC; S41. Priority Species - research only	IUCN Threat listing (1); Legal listing (1)	herbivore	nectivore	tree-associated	arboreal	canopy, conifer or broadleaved >> broadleaved only			Asteraceae, Fagales	Acronicta		psi		NBNSYS0000006379	NBNSYS0000006379	R	Taxon
Acronicta rumicis	4732	Acronicta rumicis	Knot Grass	Noctuidae	Lepidoptera	1	Section 41 Priority Species - research only	LC; S41. Priority Species - research only	IUCN Threat listing (1); Legal listing (1)	herbivore	nectivore							Acronicta		rumicis		NBNSYS0000006384	NBNSYS0000006384	R	Taxon
Acronicta strigosa	4733	Acronicta strigosa	Marsh Dagger	Noctuidae	Lepidoptera	32	RE	RE	IUCN Threat listing (1)	herbivore	nectivore							Acronicta		strigosa		NHMSYS0021144504	NHMSYS0021144504	R	Taxon
Acronicta tridens	4734	Acronicta tridens	Dark Dagger	Noctuidae	Lepidoptera	1		LC	IUCN Threat listing (1)	herbivore	nectivore	tree-associated	arboreal	canopy, carr/wet woodland, conifer or broadleaved >> broadleaved only, flowers (adult)			Asteraceae, Fagales	Acronicta		tridens		NHMSYS0021144501	NHMSYS0021144501	R	Taxon
Acropsilus niger	8025	Acropsilus niger		Dolichopodidae	Diptera	8	DD; NR	DD; Nationally Rare	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	wetland	running water		W126		Arthropoda	Acropsilus		niger		NBNSYS0000012806	NBNSYS0000012806	R	Taxon
Acrosathe annulata	3260	Acrosathe annulata	Coastal Silver-stiletto	Therevidae	Diptera	4		LC	IUCN Threat listing (1)	predator	nectivore	open habitats	short sward & bare ground	base status >> base rich, habitats >> exposed sand, soil type >> sand	F111		Arthropoda	Acrosathe		annulata		NBNSYS0100001416	NBNSYS0100001416	R	Taxon
Acrossus depressus	80	Acrossus depressus		Scarabaeidae	Coleoptera	1		LC	IUCN Threat listing (1)	coprophagous	does not feed	open habitats	tall sward & scrub	dung & carrion >> dung, soil humidity >> variable humidity				Acrossus		depressus		NHMSYS0021442395	NHMSYS0021442395	R	Taxon
Acrossus luridus	81	Acrossus luridus		Scarabaeidae	Coleoptera	1		LC	IUCN Threat listing (1)	coprophagous	does not feed	open habitats	tall sward & scrub	dung & carrion >> dung, soil humidity >> variable humidity				Acrossus		luridus		NHMSYS0021442400	NHMSYS0021442400	R	Taxon
Acrossus rufipes	82	Acrossus rufipes		Scarabaeidae	Coleoptera	1		LC	IUCN Threat listing (1)	coprophagous	does not feed	open habitats	tall sward & scrub	dung & carrion >> dung, soil humidity >> variable humidity				Acrossus		rufipes		NHMSYS0021442405	NHMSYS0021442405	R	Taxon
Acrotona aterrima	10647	Acrotona aterrima		Staphylinidae	Coleoptera	1						open habitats	tall sward & scrub	habitats >> litter & ground layer, soil humidity >> variable humidity				Acrotona		aterrima		NHMSYS0001716380	NHMSYS0001716380	R	Taxon
Acrotona benicki	10648	Acrotona benicki		Staphylinidae	Coleoptera	4	RDB K	[Threat]	[IUCN Threat listing] (1)									Acrotona		benicki		NHMSYS0001716381	NHMSYS0001716381	R	Taxon
Acrotona exigua	9862	Acrotona exigua		Staphylinidae	Coleoptera	1				unknown	unknown	open habitats; wetland	running water; short sward & bare ground	exposed riverine sediments >> riparian sand, habitats >> litter & ground layer		ERS (Coleoptera): 2		Acrotona		exigua		NBNSYS0000140926	NHMSYS0001716383	R	Taxon
Acrotona muscorum	10649	Acrotona muscorum		Staphylinidae	Coleoptera	1						open habitats	tall sward & scrub	habitats >> litter & ground layer, soil humidity >> variable humidity				Acrotona		muscorum		NHMSYS0001716384	NHMSYS0001716384	R	Taxon
Acrotona obfuscata	9102	Acrotona obfuscata		Staphylinidae	Coleoptera	4	Notable	[Scarce]	[GB Rarity listing] (1)	saprophagous	saprophagous	wetland	running water	exposed riverine sediments				Acrotona		obfuscata		NHMSYS0001716385	NHMSYS0001716385	R	Taxon
Acrotona parens	10650	Acrotona parens		Staphylinidae	Coleoptera	4	Notable	[Scarce]	[GB Rarity listing] (1)									Acrotona		parens		NBNSYS0000140933	NHMSYS0001716386	R	Taxon
Acrotona parvula	10651	Acrotona parvula		Staphylinidae	Coleoptera	1						open habitats	tall sward & scrub	habitats >> litter & ground layer, soil humidity >> variable humidity				Acrotona		parvula		NHMSYS0001716388	NHMSYS0001716388	R	Taxon
Acrotona pygmaea	10652	Acrotona pygmaea		Staphylinidae	Coleoptera	1												Acrotona		pygmaea		NBNSYS0000140934	NHMSYS0001716392	R	Taxon
Acrotona sylvicola	9103	Acrotona sylvicola		Staphylinidae	Coleoptera	4	RDB K	[Threat]	[IUCN Threat listing] (1)	saprophagous	saprophagous	wetland	running water	exposed riverine sediments				Acrotona		sylvicola		NHMSYS0001716393	NHMSYS0001716393	R	Taxon
Acrotona troglodytes	9863	Acrotona troglodytes		Staphylinidae	Coleoptera	4	RDB K	[Threat]	[IUCN Threat listing] (1)	unknown	unknown	tree-associated	decaying wood	conifer or broadleaved >> broadleaved only, heartrot >> decaying wood, heartrot >> hollow tree cavities, woodmould >> dry wood mould	A211		Fagales	Acrotona		troglodytes		NHMSYS0001716394	NHMSYS0001716394	R	Taxon
Acrotrichis arnoldi	10591	Acrotrichis arnoldi		Ptiliidae	Coleoptera	4	RDB K	[Threat]	[IUCN Threat listing] (1)									Acrotrichis		arnoldi		NBNSYS0000022913	NBNSYS0000022913	R	Taxon
Acrotrichis brevipennis	10592	Acrotrichis brevipennis		Ptiliidae	Coleoptera	4	Notable	[Scarce]	[GB Rarity listing] (1)									Acrotrichis		brevipennis		NBNSYS0000022915	NBNSYS0000022915	R	Taxon
Acrotrichis cephalotes	10593	Acrotrichis cephalotes		Ptiliidae	Coleoptera	4	RDB K	[Threat]	[IUCN Threat listing] (1)									Acrotrichis		cephalotes		NHMSYS0020919931	NHMSYS0020919931	R	Taxon
Acrotrichis dispar	10594	Acrotrichis dispar		Ptiliidae	Coleoptera	4	Notable	[Scarce]	[GB Rarity listing] (1)									Acrotrichis		dispar		NBNSYS0000022919	NBNSYS0000022919	R	Taxon
Acrotrichis lucidula	10595	Acrotrichis lucidula		Ptiliidae	Coleoptera	4	RDB K	[Threat]	[IUCN Threat listing] (1)							seepage (woodland): B		Acrotrichis		lucidula		NBNSYS0000022926	NBNSYS0000022926	R	Taxon
Acrotrichis norvegica	10596	Acrotrichis norvegica		Ptiliidae	Coleoptera	4	RDB K	[Threat]	[IUCN Threat listing] (1)									Acrotrichis		norvegica		NBNSYS0000022928	NBNSYS0000022928	R	Taxon
Acrotrichis pumila	10597	Acrotrichis pumila		Ptiliidae	Coleoptera	4	RDB K	[Threat]	[IUCN Threat listing] (1)									Acrotrichis		pumila		NBNSYS0000022930	NBNSYS0000022930	R	Taxon
Acrotrichis silvatica	10598	Acrotrichis silvatica		Ptiliidae	Coleoptera	4	Notable	[Scarce]	[GB Rarity listing] (1)									Acrotrichis		silvatica		NBNSYS0000022934	NBNSYS0000022934	R	Taxon
Acrotrichis strandi	10599	Acrotrichis strandi		Ptiliidae	Coleoptera	4	Notable	[Scarce]	[GB Rarity listing] (1)									Acrotrichis		strandi		NBNSYS0000022936	NBNSYS0000022936	R	Taxon
Acrulia inflata	10653	Acrulia inflata		Staphylinidae	Coleoptera	1						tree-associated	decaying wood	bark & cambium >> beneath mouldy bark, conifer or broadleaved >> broadleaved only	A212		Fagales	Acrulia		inflata		NBNSYS0000023135	NBNSYS0000023135	R	Taxon
Actebia fennica	4735	Actebia fennica	Eversmann's Rustic	Noctuidae	Lepidoptera	1				herbivore	nectivore							Actebia		fennica		NBNSYS0000006186	NBNSYS0000006186	R	Taxon
Actebia praecox	4736	Actebia praecox	Portland Moth	Noctuidae	Lepidoptera	4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)		nectivore	open habitats	short sward & bare ground		F111			Actebia		praecox		NBNSYS0000006185	NBNSYS0000006185	R	Taxon
Actenicerus sjaelandicus	39	Actenicerus sjaelandicus	Marsh Click Beetle	Elateridae	Coleoptera	1				herbivore	does it feed?	wetland	acid & sedge peats	deep litter		acid mire: C		Actenicerus		sjaelandicus		NBNSYS0000010958	NHMSYS0001716481	R	Taxon
Actenoptera hilarella	11708	Actenoptera hilarella		Piophilidae	Diptera	8	RDB 3	[Rare]	[GB Rarity listing] (1)	necrophagous				dung & carrion >> carrion				Actenoptera		hilarella		NBNSYS0000029266	NBNSYS0000029266	R	Taxon
Actia resinellae	3142	Actia resinellae		Tachinidae	Diptera	4	RDB K	[Threat]	[IUCN Threat listing] (1)	parasitoid	nectivore	tree-associated	arboreal	canopy, conifer or broadleaved >> conifer only, flowers (adult)			Pinus, Retinia resinella, Rhyacionia buoliana	Actia		resinellae		NBNSYS0100001418	NBNSYS0100001418	R	Taxon
Actidium aterrimum	9069	Actidium aterrimum		Ptiliidae	Coleoptera	4	RDB K	[Threat]	[IUCN Threat listing] (1)	saprophagous	saprophagous	wetland	running water	exposed riverine sediments >> riparian shingle	W111	ERS (Coleoptera): 1		Actidium		aterrimum		NBNSYS0000022878	NBNSYS0000022878	R	Taxon
Actidium coarctatum	10600	Actidium coarctatum		Ptiliidae	Coleoptera	4	RDB K	[Threat]	[IUCN Threat listing] (1)									Actidium		coarctatum		NBNSYS0000022879	NBNSYS0000022879	R	Taxon
Actinopteryx fucicola	10601	Actinopteryx fucicola		Ptiliidae	Coleoptera	4	RDB K	[Threat]	[IUCN Threat listing] (1)									Actinopteryx		fucicola		NBNSYS0000022940	NBNSYS0000022940	R	Taxon
Actinotia polyodon	4737	Actinotia polyodon	Purple Cloud	Noctuidae	Lepidoptera	1				herbivore	nectivore							Actinotia		polyodon		NBNSYS0000006183	NBNSYS0000006183	R	Taxon
Actocharis readingii	10654	Actocharis readingii		Staphylinidae	Coleoptera	4	RDB K	[Threat]	[IUCN Threat listing] (1)	saprophagous		coastal	sandy beach		M211			Actocharis		readingii		NHMSYS0001716489	NHMSYS0001716489	R	Taxon
Acupalpus brunnipes	6904	Acupalpus brunnipes		Carabidae	Coleoptera	8	NR; NT	Nationally Rare; NT	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	wetland	marshland	base status >> base, drawdown zone: mud/shallow litter			Arthropoda	Acupalpus		brunnipes		NBNSYS0000007432	NBNSYS0000007432	R	Taxon
Acupalpus dubius	6905	Acupalpus dubius		Carabidae	Coleoptera	1		LC	IUCN Threat listing (1)	predator	predator	wetland	acid & sedge peats	deep litter			Arthropoda	Acupalpus		dubius		NBNSYS0000007435	NBNSYS0000007435	R	Taxon
