organism_key	taxon_version_key	kingdom	phylum_division	class	order	family	genus	taxon_name	taxon_authority	taxon_rank	synonyms	non_native_flag	terrestrial_freshwater_flag	freshwater	marine_flag	freshbase	ukceh_freshwater_list	pantheon_sqs	pantheon_conservation_status	pantheon_current_conservation_status	pantheon_designation_summary	pantheon_larval_feeding_guild	pantheon_adult_feeding_guild	pantheon_broad_biotope	pantheon_habitat	pantheon_resources	pantheon_specific_assemblage_type	pantheon_habitat_score	pantheon_associations	jncc_a: bern convention	jncc_c: birds directive	jncc_c1: convention on migratory species	jncc_c2: ospar	jncc_d: habitats directive	jncc_e: ec cites	jncc_f: global red list status	jncc_fa: red listing based on pre 1994 iucn guidelines	jncc_fb: red listing based on 1994 iucn guidelines	jncc_fc: red listing based on 2001 iucn guidelines	jncc_fd: red data categories  - birds (not based on iucn criteria)	jncc_fe: red data categories - spiders (not based on iucn criteria)	jncc_ga: rare and scarce species	jncc_gb: rare and scarce species (not based on iucn criteria)	jncc_ha: biodiversity action plan uk list of priority species	jncc_hb: biodiversity lists - england	jncc_hc: biodiversity lists - scotland	jncc_hd: biodiversity lists - wales	jncc_he: biodiversity lists - northern ireland	jncc_i: wildlife and countryside act 1981	jncc_j: the wildlife (northern ireland) order 1985	jncc_k: the conservation of habitats and species regulations 2010	jncc_l: the conservation (nature habitats, etc_) regulations (ni) 199	jncc_m: protection of badgers act
NBNORG0000012784	NBNSYS0000012743	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Systenus	Systenus leucurus	Loew, 1859	Species			Y	Y		Y	Y	8	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)	predator		tree-associated	decaying wood	conifer or broadleaved >> broadleaved only, wet hollows >> rot holes			Fagales														NS-excludes										
NBNORG0000012785	NBNSYS0000012744	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Systenus	Systenus pallipes	(von Roser, 1840)	Species	Rhaphium adpropinquans;Rhaphium pallipes;Systenus adpropinquans;Systenus pallidus		Y	Y		Y	Y	4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)	predator		tree-associated	decaying wood	sapwood & bark decay, wet hollows >> rot holes			Plantae																								
NBNORG0000012786	NBNSYS0000012745	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Systenus	Systenus scholtzii	(Loew, 1850)	Species	Rhaphium scholtzii;Systenus alpinus		Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator		tree-associated	decaying wood	conifer or broadleaved >> broadleaved only, heartrot >> woodmould, wet hollows >> rot holes			Fagales														NS-excludes										
NBNORG0000012787	NBNSYS0000012746	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Systenus	Systenus tener	Loew, 1859	Species			Y	Y		Y	Y	8	NR; NT	Nationally Rare; NT	GB Rarity listing (1); IUCN Threat listing (1)	saprophagous	predator	wetland	marshland; running water	drawdown zone: mud/shallow litter			Arthropoda									RedList_GB_post94-NT															
NBNORG0000043401	NBNSYS0100005688	Animalia	Arthropoda	Insecta	Diptera	Psychodidae	Szaboiella	Szaboiella hibernica	(Tonnoir, 1940)	Species	Pericoma hibernica		Y	Y		Y	Y																																				
NBNORG0000010150	NBNSYS0000007887	Animalia	Arthropoda	Insecta	Diptera	Tabanidae	Tabanus	Tabanus autumnalis	Linnaeus, 1761	Species	Tabanus anthracinus;Tabanus bovinus		Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	haematophagous	wetland	acid & sedge peats	wet/damp peat, wetland vegetation			Mammalia										RedList_GB_post2001-LC														
NBNORG0000010151	NBNSYS0000007888	Animalia	Arthropoda	Insecta	Diptera	Tabanidae	Tabanus	Tabanus bovinus	Linnaeus, 1758	Species			Y	Y		Y	Y	16	EN; NR	EN; Nationally Rare	GB Rarity listing (1); IUCN Threat listing (1)	predator	haematophagous	wetland	acid & sedge peats				Mammalia										RedList_GB_post2001-EN			NR-includes											
NBNORG0000010153	NBNSYS0000007890	Animalia	Arthropoda	Insecta	Diptera	Tabanidae	Tabanus	Tabanus bromius	Linnaeus, 1758	Species	Tabanus atricornis		Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	haematophagous	wetland	acid & sedge peats				Mammalia										RedList_GB_post2001-LC														
NBNORG0000010156	NBNSYS0000007893	Animalia	Arthropoda	Insecta	Diptera	Tabanidae	Tabanus	Tabanus cordiger	Meigen, 1820	Species			Y	Y		Y	Y	4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)	predator	haematophagous	tree-associated; wetland	running water; shaded woodland floor; wet woodland	conifer or broadleaved >> broadleaved only, drawdown zone: mud/shallow litter, humidity >> wet, shadiness >> heavy shade, unmodified fast flowing streams, woodland stream	W114	ERS (Diptera): 2	Fagales										RedList_GB_post2001-LC			NS-includes											
NBNORG0000010157	NBNSYS0000007894	Animalia	Arthropoda	Insecta	Diptera	Tabanidae	Tabanus	Tabanus glaucopis	Meigen, 1820	Species			Y	Y		Y	Y	16	EN; NR	EN; Nationally Rare	GB Rarity listing (1); IUCN Threat listing (1)			open habitats	short sward & bare ground	base status >> base rich, soil humidity >> dry	F001, F112		Mammalia										RedList_GB_post2001-EN			NR-includes											
NBNORG0000010154	NBNSYS0000007891	Animalia	Arthropoda	Insecta	Diptera	Tabanidae	Tabanus	Tabanus maculicornis	Zetterstedt, 1842	Species	Tabanus glaucus		Y	Y		Y	Y	4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)	predator	haematophagous	tree-associated; wetland	running water; shaded woodland floor; wet woodland	conifer or broadleaved >> broadleaved only, humidity >> wet, shadiness >> heavy shade, woodland stream			Mammalia, Pinus, Quercus										RedList_GB_post2001-LC			NS-includes											
NBNORG0000010155	NBNSYS0000007892	Animalia	Arthropoda	Insecta	Diptera	Tabanidae	Tabanus	Tabanus miki	Brauer in Brauer & von Bergenstamm, 1880	Species	Tabanus glaucus		Y	Y		Y	Y	8	NR; NT	Nationally Rare; NT	GB Rarity listing (1); IUCN Threat listing (1)		haematophagous	tree-associated	shaded woodland floor	conifer or broadleaved >> broadleaved only, humidity >> wet			Plantae, Vertebrata										RedList_GB_post2001-NT			NR-includes											
NBNORG0000010152	NBNSYS0000007889	Animalia	Arthropoda	Insecta	Diptera	Tabanidae	Tabanus	Tabanus sudeticus	Zeller, 1842	Species	Tabanus confusus;Tabanus distinctus;Tabanus meridionalis;Tabanus perplexus;Tabanus verralli		Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	haematophagous	wetland	acid & sedge peats	base status >> acid, sphagnum/moss lawn, wet/damp peat		acid mire: B	Mammalia										RedList_GB_post2001-LC			NS-includes											
NBNORG0000051941	NHMSYS0000338754	Animalia	Arthropoda	Maxillopoda	Harpacticoida	Tachidiidae	Tachidius	Tachidius (Tachidius) discipes	Giesbrecht, 1881	Species	Tachidius discipes		Y	Y	Y	Y	Y																																				
NBNORG0000085934	NHMSYS0001593900	Animalia	Arthropoda	Maxillopoda	Harpacticoida	Tachidiidae	Tachidius	Tachidius (Tachidius) incisipes	Klie, 1913	Species	Tachidius incisipes		Y	Y		Y	Y																																				
NBNORG0000012692	NBNSYS0000012643	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Tachytrechus	Tachytrechus insignis	(Stannius, 1831)	Species	Dolichopus insignis		Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	predator	coastal	saltmarsh	saline silt, saltmarsh vegetation	M311		Arthropoda																								
NBNORG0000012693	NBNSYS0000012644	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Tachytrechus	Tachytrechus notatus	(Stannius, 1831)	Species	Dolichopus litoreus;Dolichopus plumipes;Tachytrechus litoreus		Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	predator	wetland	acid & sedge peats; marshland; running water				Arthropoda																								
NBNORG0000017097	NBNSYS0000022416	Animalia	Arthropoda	Insecta	Plecoptera	Taeniopterygidae	Taeniopteryx	Taeniopteryx nebulosa	(Linnaeus, 1758)	Species	Nephelopteryx nebulosa;Phryganea nebulosa;Taeniopteryx nebulosa subsp. britannica		Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	saprophagous	does not feed	wetland	running water	flow >> slow flow, unmodified fast flowing streams													RedList_GB_post2001-LC														
NBNORG0000043413	NBNSYS0100005705	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanypus	Tanypus kraatzi	(Kieffer, 1912)	Species	Trichotanypus kraatzi		Y	Y		Y	Y																																				
NBNORG0000018692	NBNSYS0000027301	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanypus	Tanypus punctipennis	Meigen, 1818	Species			Y	Y		Y	Y																																				
NBNORG0000018693	NBNSYS0000027302	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanypus	Tanypus vilipennis	(Kieffer, 1918)	Species	Protenthes vilipennis		Y	Y		Y	Y																																				
NBNORG0000018315	NBNSYS0000025262	Animalia	Arthropoda	Insecta	Coleoptera	Erirhinidae	Tanysphyrus	Tanysphyrus lemnae	(Paykull, 1792)	Species			Y	Y		Y	Y	1				herbivore	herbivore	wetland	marshland	shallow freshwater pond >> aquatic: well vegetated			Lemna																								
NBNORG0000043414	NBNSYS0100005706	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus aculeatus	Brundin, 1949	Species			Y	Y		Y	Y																																				
NBNORG0000052230	NHMSYS0000352699	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus anderseni	Fittkau & Reiss, 1971	Species			Y	Y		Y	Y																																				
NBNORG0000018990	NBNSYS0000027705	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus bathophilus	Kieffer, 1911	Species	Tanytarsus lugens		Y	Y		Y	Y																																				
NBNORG0000018991	NBNSYS0000027706	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus brundini	Lindeberg, 1963	Species	Tanytarsus curticornis		Y	Y		Y	Y																																				
NBNORG0000018992	NBNSYS0000027707	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus buchonius	Reiss & Fittkau, 1971	Species			Y	Y		Y	Y																																				
NBNORG0000043415	NBNSYS0100005707	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus chinyensis	Goetghebuer, 1934	Species			Y	Y		Y	Y																																				
NBNORG0000043416	NBNSYS0100005708	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus curticornis	Kieffer, 1911	Species			Y	Y		Y	Y																																				
NBNORG0000018993	NBNSYS0000027708	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus debilis	(Meigen, 1830)	Species	Chironomus debilis;Tanytarsus samboni		Y	Y		Y	Y																																				
NBNORG0000043417	NBNSYS0100005709	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus dispar	Lindeberg, 1967	Species			Y	Y		Y	Y																																				
NBNORG0000018994	NBNSYS0000027709	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus ejuncidus	(Walker, 1856)	Species	Chironomus ejuncidus		Y	Y		Y	Y																																				
NBNORG0000018995	NBNSYS0000027710	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus eminulus	(Walker, 1856)	Species	Chironomus eminulus		Y	Y		Y	Y																																				
NBNORG0000018996	NBNSYS0000027711	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus excavatus	Edwards, 1929	Species			Y	Y		Y	Y																																				
NBNORG0000043418	NBNSYS0100005710	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus gibbosiceps	Kieffer, 1922	Species			Y	Y		Y	Y																																				
NBNORG0000018998	NBNSYS0000027713	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus glabrescens	Edwards, 1929	Species			Y	Y		Y	Y																																				
NBNORG0000018999	NBNSYS0000027714	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus gracilentus	(Holmgren, 1883)	Species	Chironomus gracilentus		Y	Y		Y	Y																																				
NBNORG0000019000	NBNSYS0000027715	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus gregarius	Kieffer, 1909	Species			Y	Y		Y	Y																																				
NBNORG0000019001	NBNSYS0000027716	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus heusdensis	Goetghebuer, 1923	Species	Tanytarsus arduennensis;Tanytarsus gotchi		Y	Y		Y	Y																																				
NBNORG0000019002	NBNSYS0000027718	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus inaequalis	Goetghebuer, 1921	Species			Y	Y		Y	Y																																				
NBNORG0000019003	NBNSYS0000027719	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus lactescens	Edwards, 1929	Species			Y	Y		Y	Y																																				
NBNORG0000019004	NBNSYS0000027720	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus lestagei	Goetghebuer, 1922	Species			Y	Y		Y	Y																																				
NBNORG0000043419	NBNSYS0100005711	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus longitarsis	Kieffer, 1911	Species			Y	Y		Y	Y																																				
NBNORG0000043420	NBNSYS0100005712	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus lugens	(Kieffer in Thienemann & Kieffer, 1916)	Species	Calopsectra lugens		Y	Y		Y	Y																																				
NBNORG0000052231	NHMSYS0000352700	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus mancospinosus	Ekrem & Reiss, 1999	Species			Y	Y		Y	Y																																				
NBNORG0000043421	NBNSYS0100005713	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus medius	Reiss & Fittkau, 1971	Species			Y	Y		Y	Y																																				
NBNORG0000043422	NBNSYS0100005714	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus mendax	Kieffer, 1925	Species	Tanytarsus holochlorus		Y	Y		Y	Y																																				
NBNORG0000019005	NBNSYS0000027721	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus miriforceps	(Kieffer, 1921)	Species	Xenotanytarsus miriforceps		Y	Y		Y	Y																																				
NBNORG0000019006	NBNSYS0000027722	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus nemorosus	Edwards, 1929	Species			Y	Y		Y	Y																																				
NBNORG0000019007	NBNSYS0000027723	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus niger	Andersen, 1937	Species	Tanytarsus norvegicus		Y	Y		Y	Y																																				
NBNORG0000043423	NBNSYS0100005715	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus occultus	Brundin, 1949	Species			Y	Y		Y	Y																																				
NBNORG0000019008	NBNSYS0000027724	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus palettaris	Verneaux, 1969	Species	Tanytarsus verruculosus		Y	Y		Y	Y																																				
NBNORG0000045208	NBNSYS0100019982	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus pallidicornis	(Stephens in Walker, 1856)	Species	Chironomus pallidicornis		Y	Y		Y	Y																																				
NBNORG0000043424	NBNSYS0100005716	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus palmeni	Lindeberg, 1967	Species			Y	Y		Y	Y																																				
NBNORG0000019009	NBNSYS0000027726	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus quadridentatus	Brundin, 1947	Species			Y	Y		Y	Y																																				
NBNORG0000043425	NBNSYS0100005717	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus recurvatus	Brundin, 1947	Species			Y	Y		Y	Y																																				
NBNORG0000019010	NBNSYS0000027727	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus signatus	(van der Wulp, 1858)	Species	Chironomus signatus		Y	Y		Y	Y																																				
NBNORG0000043427	NBNSYS0100005719	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus striatulus	Lindeberg, 1976	Species			Y	Y		Y	Y																																				
NBNORG0000019011	NBNSYS0000027728	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus sylvaticus	(van der Wulp, 1858)	Species	Chironomus sylvaticus		Y	Y		Y	Y																																				
NBNORG0000070410	NHMSYS0000719224	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus telmaticus	Lindeberg, 1959	Species	Tanytarsus simulans		Y	Y		Y	Y																																				
NBNORG0000019012	NBNSYS0000027730	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus usmaensis	Pagast, 1931	Species	Tanytarsus junci		Y	Y		Y	Y																																				
NBNORG0000019013	NBNSYS0000027731	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus verralli	Goetghebuer, 1928	Species			Y	Y		Y	Y																																				
NBNORG0000070409	NHMSYS0000719223	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus volgensis	Miseiko, 1967	Species	Tanytarsus fimbriatus		Y	Y		Y	Y																																				
NBNORG0000044836	NBNSYS0100016102	Animalia	Rotifera	Eurotatoria	Ploima	Notommatidae	Taphrocampa	Taphrocampa annulosa	Gosse, 1851	Species				Y		Y	Y																																				
NBNORG0000044837	NBNSYS0100016103	Animalia	Rotifera	Eurotatoria	Ploima	Notommatidae	Taphrocampa	Taphrocampa clavigera	Stokes, 1896	Species				Y		Y	Y																																				
NBNORG0000044838	NBNSYS0100016104	Animalia	Rotifera	Eurotatoria	Ploima	Notommatidae	Taphrocampa	Taphrocampa selenura	Gosse, 1887	Species				Y		Y	Y																																				
NBNORG0000093345	NBNSYS0000025429	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Tapinotus	Tapinotus sellatus	(Fabricius, 1794)	Species	Tapeinotus sellatus		Y	Y		Y	Y	4	[Na]	[Scarce]	[GB Rarity listing] (1)	herbivore	herbivore	open habitats	tall sward & scrub	habitats >> soil & roots, habitats >> sward/field layer, soil humidity >> damp			Lysimachia vulgaris														Notable-A										
NBNORG0000010458	NBNSYS0000008249	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Tasiocera	Tasiocera fuscescens	(Lackschewitz, 1940)	Species	Dasymolophilus musculus;Molophilus fuscescens;Tasiocera minuscula;Tasiocera muscula		Y	Y		Y	Y	4	[RDB 1]	[Threat]	[IUCN Threat listing] (1)	saprophagous	does not feed	tree-associated; wetland	shaded woodland floor	conifer or broadleaved >> broadleaved only, humidity >> damp, seepages >> base rich seepage, shadiness >> light shade			Plantae								RedList_GB_Pre94-EN																
NBNORG0000097184	NHMSYS0020488414	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Tasiocera	Tasiocera halesus	(Schmid, 1949)	Species	Tasiocera collini		Y			Y	Y	16	RDB 1	[Threat]	[IUCN Threat listing] (1)			wetland													RedList_GB_Pre94-EN																
NBNORG0000010459	NBNSYS0000008250	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Tasiocera	Tasiocera jenkinsoni	Freeman, 1951	Species			Y	Y		Y	Y	16	RDB 1	[Threat]	[IUCN Threat listing] (1)	saprophagous	does not feed	tree-associated; wetland	running water; shaded woodland floor; wet woodland	conifer or broadleaved >> broadleaved only, humidity >> wet, seepages >> base rich seepage, seepages >> shaded seepage, shadiness >> heavy shade, woodland stream	W126	seepage (woodland): A	Fagales								RedList_GB_Pre94-EN																
NBNORG0000010461	NBNSYS0000008252	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Tasiocera	Tasiocera murina	(Meigen, 1818)	Species	Erioptera murina		Y	Y		Y	Y	1				saprophagous	does not feed	tree-associated	shaded woodland floor	conifer or broadleaved >> broadleaved only, humidity >> damp, woodland habitat			Plantae																								
NBNORG0000010460	NBNSYS0000008251	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Tasiocera	Tasiocera robusta	(Bangerter, 1947)	Species	Dasymolophilus robusta;Tasiocera laminata		Y	Y		Y	Y	4	Notable	[Scarce]	[GB Rarity listing] (1)	saprophagous	does not feed	tree-associated; wetland	running water; shaded woodland floor; wet woodland	conifer or broadleaved >> broadleaved only, flow >> slow flow, humidity >> wet, seepages >> base rich seepage, seepages >> unshaded seepage, shadiness >> heavy shade, woodland stream	W126	seepage (woodland): A	Fagales														Notable										
NBNORG0000043438	NBNSYS0100005753	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Telmatogeton	Telmatogeton japonicus	Tokunaga, 1933	Species			Y	Y		Y	Y																																				
NBNORG0000043439	NBNSYS0100005754	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Telmatogeton	Telmatogeton pectinatus	(Deby, 1889)	Species	Psamathiomya pectinata;Psamathiomyia pectinata		Y	Y		Y	Y																																				
NBNORG0000018719	NBNSYS0000027339	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Telmatopelopia	Telmatopelopia nemorum	(Goetghebuer, 1921)	Species	Tanypus nemorum		Y	Y		Y	Y																																				
NBNORG0000018041	NBNSYS0000024561	Animalia	Arthropoda	Insecta	Coleoptera	Cryptophagidae	Telmatophilus	Telmatophilus caricis	(Olivier, 1790)	Species			Y			Y																																					
NBNORG0000133963	NHMSYS0020153587	Animalia	Arthropoda	Insecta	Coleoptera	Cryptophagidae	Telmatophilus	Telmatophilus schonherrii	(Gyllenhal, 1808)	Species	Telmatophilus schoenherri;Telmatophilus schonherri		Y			Y		4																			RedList_GB_Pre94-Insu																
NBNORG0000093350	NHMSYS0020153588	Animalia	Arthropoda	Insecta	Coleoptera	Cryptophagidae	Telmatophilus	Telmatophilus typhae	(Fallén, 1802)	Species	Telmatophilus pumilus		Y			Y																																					
